Date,adj close,Date,Comp,Negative,Neutral,Positive
2012-02-07,12878.200195,2012-02-07,-0.9835,0.122,0.766,-0.9835
2012-02-08,12883.950195,2012-02-08,-0.9752,0.127,0.761,-0.9752
2012-02-09,12890.459961,2012-02-09,-0.9893,0.119,0.776,-0.9893
2012-02-10,12801.230469,2012-02-10,-0.9225,0.138,0.732,-0.9225
2012-02-11,12825.500325666666,2012-02-11,-0.9683,0.147,0.743,-0.9683
2012-02-12,12849.770182333334,2012-02-12,0.6626,0.125,0.754,0.6626
2012-02-13,12874.040039,2012-02-13,0.986,0.096,0.786,0.986
2012-02-14,12878.280273,2012-02-14,0.9165,0.111,0.772,0.9165
2012-02-15,12780.950195,2012-02-15,-0.9888,0.14,0.743,-0.9888
2012-02-16,12904.080078,2012-02-16,-0.9961,0.149,0.745,-0.9961
2012-02-17,12949.870117,2012-02-17,-0.9515,0.102,0.809,-0.9515
2012-02-18,12953.82519525,2012-02-18,-0.9875,0.124,0.826,-0.9875
2012-02-19,12957.7802735,2012-02-19,-0.9941,0.153,0.768,-0.9941
2012-02-20,12961.735351750001,2012-02-20,-0.9861,0.141,0.763,-0.9861
2012-02-21,12965.69043,2012-02-21,-0.9929,0.137,0.757,-0.9929
2012-02-22,12938.669922,2012-02-22,-0.9991,0.194,0.687,-0.9991
2012-02-23,12984.69043,2012-02-23,-0.9945,0.142,0.754,-0.9945
2012-02-24,12982.950195,2012-02-24,-0.9677,0.1,0.828,-0.9677
2012-02-25,12982.470051999999,2012-02-25,-0.9939,0.158,0.756,-0.9939
2012-02-26,12981.989909,2012-02-26,0.9313,0.105,0.769,0.9313
2012-02-27,12981.509766,2012-02-27,-0.9884,0.12,0.784,-0.9884
2012-02-28,13005.120117,2012-02-28,-0.9946,0.141,0.75,-0.9946
2012-02-29,12952.070312,2012-02-29,0.799,0.113,0.771,0.799
2012-03-01,12980.299805,2012-03-01,-0.9774,0.128,0.768,-0.9774
2012-03-02,12977.570312,2012-03-02,-0.9565,0.11,0.796,-0.9565
2012-03-03,12972.650064666666,2012-03-03,-0.9924,0.205,0.659,-0.9924
2012-03-04,12967.729817333333,2012-03-04,-0.9737,0.178,0.671,-0.9737
2012-03-05,12962.80957,2012-03-05,-0.9771,0.132,0.75,-0.9771
2012-03-06,12759.150391,2012-03-06,0.9744,0.146,0.699,0.9744
2012-03-07,12837.330078,2012-03-07,0.7277,0.127,0.751,0.7277
2012-03-08,12907.94043,2012-03-08,-0.98,0.112,0.796,-0.98
2012-03-09,12922.019531,2012-03-09,0.9659,0.107,0.769,0.9659
2012-03-10,12934.583007666666,2012-03-10,-0.9929,0.179,0.685,-0.9929
2012-03-11,12947.146484333334,2012-03-11,-0.992,0.163,0.758,-0.992
2012-03-12,12959.709961,2012-03-12,-0.9929,0.113,0.81,-0.9929
2012-03-13,13177.679688,2012-03-13,-0.9988,0.163,0.733,-0.9988
2012-03-14,13194.099609,2012-03-14,-0.982,0.132,0.766,-0.982
2012-03-15,13252.759766,2012-03-15,-0.9861,0.138,0.745,-0.9861
2012-03-16,13232.620117,2012-03-16,-0.9988,0.173,0.726,-0.9988
2012-03-17,13234.790039,2012-03-17,-0.995,0.149,0.772,-0.995
2012-03-18,13236.959961,2012-03-18,-0.9749,0.136,0.779,-0.9749
2012-03-19,13239.129883,2012-03-19,-0.9914,0.11,0.812,-0.9914
2012-03-20,13170.19043,2012-03-20,-0.9984,0.14,0.784,-0.9984
2012-03-21,13124.620117,2012-03-21,-0.9993,0.173,0.741,-0.9993
2012-03-22,13046.139648,2012-03-22,-0.9974,0.143,0.759,-0.9974
2012-03-23,13080.730469,2012-03-23,-0.9983,0.171,0.72,-0.9983
2012-03-24,13134.363607,2012-03-24,-0.9749,0.118,0.807,-0.9749
2012-03-25,13187.996745,2012-03-25,-0.9854,0.131,0.794,-0.9854
2012-03-26,13241.629883,2012-03-26,-0.9944,0.13,0.782,-0.9944
2012-03-27,13197.730469,2012-03-27,-0.9194,0.138,0.729,-0.9194
2012-03-28,13126.209961,2012-03-28,-0.9442,0.11,0.792,-0.9442
2012-03-29,13145.820312,2012-03-29,-0.9976,0.15,0.752,-0.9976
2012-03-30,13212.040039,2012-03-30,-0.9947,0.135,0.791,-0.9947
2012-03-31,13229.523437333333,2012-03-31,-0.9983,0.199,0.717,-0.9983
2012-04-01,13247.006835666667,2012-04-01,-0.9934,0.159,0.748,-0.9934
2012-04-02,13264.490234,2012-04-02,-0.9808,0.13,0.766,-0.9808
2012-04-03,13199.549805,2012-04-03,-0.9905,0.138,0.745,-0.9905
2012-04-04,13074.75,2012-04-04,-0.9948,0.131,0.785,-0.9948
2012-04-05,13060.139648,2012-04-05,-0.9992,0.179,0.734,-0.9992
2012-04-06,13027.502197,2012-04-06,-0.9793,0.147,0.729,-0.9793
2012-04-07,12994.864746,2012-04-07,-0.9841,0.172,0.715,-0.9841
2012-04-08,12962.227295,2012-04-08,-0.8909,0.099,0.815,-0.8909
2012-04-09,12929.589844,2012-04-09,-0.9959,0.139,0.78,-0.9959
2012-04-10,12715.929688,2012-04-10,-0.9994,0.191,0.734,-0.9994
2012-04-11,12805.389648,2012-04-11,-0.9831,0.143,0.741,-0.9831
2012-04-12,12986.580078,2012-04-12,-0.9441,0.148,0.714,-0.9441
2012-04-13,12849.589844,2012-04-13,-0.9996,0.206,0.725,-0.9996
2012-04-14,12873.529948,2012-04-14,-0.9788,0.138,0.772,-0.9788
2012-04-15,12897.470052,2012-04-15,-0.9916,0.143,0.786,-0.9916
2012-04-16,12921.410156,2012-04-16,0.8871,0.107,0.771,0.8871
2012-04-17,13115.540039,2012-04-17,0.6068,0.103,0.791,0.6068
2012-04-18,13032.75,2012-04-18,-0.9982,0.15,0.752,-0.9982
2012-04-19,12964.099609,2012-04-19,0.917,0.106,0.782,0.917
2012-04-20,13029.259766,2012-04-20,-0.9947,0.137,0.776,-0.9947
2012-04-21,12995.229818,2012-04-21,-0.9949,0.195,0.703,-0.9949
2012-04-22,12961.199869999999,2012-04-22,-0.9895,0.159,0.765,-0.9895
2012-04-23,12927.169922,2012-04-23,-0.9573,0.124,0.773,-0.9573
2012-04-24,13001.55957,2012-04-24,-0.8695,0.134,0.735,-0.8695
2012-04-25,13090.719727,2012-04-25,-0.9965,0.143,0.763,-0.9965
2012-04-26,13204.620117,2012-04-26,-0.9962,0.15,0.735,-0.9962
2012-04-27,13228.30957,2012-04-27,-0.616,0.138,0.717,-0.616
2012-04-28,13223.416341,2012-04-28,-0.9973,0.199,0.71,-0.9973
2012-04-29,13218.523111999999,2012-04-29,-0.9171,0.104,0.818,-0.9171
2012-04-30,13213.629883,2012-04-30,-0.9982,0.148,0.765,-0.9982
2012-05-01,13279.320312,2012-05-01,-0.9998,0.184,0.743,-0.9998
2012-05-02,13268.570312,2012-05-02,-0.9988,0.148,0.759,-0.9988
2012-05-03,13206.589844,2012-05-03,-0.9956,0.131,0.774,-0.9956
2012-05-04,13038.269531,2012-05-04,-0.9995,0.172,0.732,-0.9995
2012-05-05,13028.356445,2012-05-05,-0.9888,0.121,0.795,-0.9888
2012-05-06,13018.443359,2012-05-06,-0.9938,0.128,0.803,-0.9938
2012-05-07,13008.530273,2012-05-07,-0.9994,0.174,0.724,-0.9994
2012-05-08,12932.089844,2012-05-08,-0.9988,0.16,0.73,-0.9988
2012-05-09,12835.05957,2012-05-09,-0.9935,0.133,0.765,-0.9935
2012-05-10,12855.040039,2012-05-10,-0.999,0.15,0.766,-0.999
2012-05-11,12820.599609,2012-05-11,-0.9911,0.138,0.753,-0.9911
2012-05-12,12778.849609,2012-05-12,-0.9888,0.165,0.729,-0.9888
2012-05-13,12737.099609,2012-05-13,-0.9803,0.152,0.747,-0.9803
2012-05-14,12695.349609,2012-05-14,-0.9044,0.1,0.812,-0.9044
2012-05-15,12632.0,2012-05-15,-0.9854,0.141,0.752,-0.9854
2012-05-16,12598.549805,2012-05-16,-0.9946,0.14,0.762,-0.9946
2012-05-17,12442.490234,2012-05-17,-0.9736,0.119,0.782,-0.9736
2012-05-18,12369.379883,2012-05-18,-0.9993,0.177,0.709,-0.9993
2012-05-19,12414.413411666666,2012-05-19,-0.9865,0.166,0.695,-0.9865
2012-05-20,12459.446940333333,2012-05-20,-0.9835,0.137,0.758,-0.9835
2012-05-21,12504.480469,2012-05-21,-0.9963,0.105,0.831,-0.9963
2012-05-22,12502.80957,2012-05-22,-0.9957,0.139,0.75,-0.9957
2012-05-23,12496.150391,2012-05-23,0.9616,0.107,0.774,0.9616
2012-05-24,12529.75,2012-05-24,-0.9989,0.142,0.777,-0.9989
2012-05-25,12454.830078,2012-05-25,-0.998,0.141,0.775,-0.998
2012-05-26,12486.295166,2012-05-26,-0.997,0.141,0.791,-0.997
2012-05-27,12517.760254,2012-05-27,-0.9983,0.215,0.689,-0.9983
2012-05-28,12549.225342000002,2012-05-28,-0.9995,0.234,0.675,-0.9995
2012-05-29,12580.69043,2012-05-29,-0.9997,0.193,0.715,-0.9997
2012-05-30,12419.860352,2012-05-30,-0.9995,0.173,0.744,-0.9995
2012-05-31,12393.450195,2012-05-31,-0.9978,0.157,0.744,-0.9978
2012-06-01,12118.570312,2012-06-01,-0.7446,0.101,0.814,-0.7446
2012-06-02,12112.866861666667,2012-06-02,-0.9984,0.247,0.628,-0.9984
2012-06-03,12107.163411333333,2012-06-03,-0.9968,0.188,0.704,-0.9968
2012-06-04,12101.459961,2012-06-04,-0.9934,0.13,0.794,-0.9934
2012-06-05,12127.950195,2012-06-05,-0.9989,0.164,0.76,-0.9989
2012-06-06,12414.790039,2012-06-06,0.3408,0.09,0.823,0.3408
2012-06-07,12460.959961,2012-06-07,-0.6462,0.114,0.775,-0.6462
2012-06-08,12554.200195,2012-06-08,-0.9947,0.125,0.813,-0.9947
2012-06-09,12506.543619666667,2012-06-09,-0.9939,0.179,0.71,-0.9939
2012-06-10,12458.887044333333,2012-06-10,-0.7677,0.154,0.698,-0.7677
2012-06-11,12411.230469,2012-06-11,-0.9874,0.123,0.783,-0.9874
2012-06-12,12573.799805,2012-06-12,-0.956,0.113,0.791,-0.956
2012-06-13,12496.379883,2012-06-13,-0.5222,0.093,0.825,-0.5222
2012-06-14,12651.910156,2012-06-14,-0.9818,0.12,0.782,-0.9818
2012-06-15,12767.169922,2012-06-15,-0.967,0.126,0.788,-0.967
2012-06-16,12758.720051999999,2012-06-16,-0.9953,0.192,0.697,-0.9953
2012-06-17,12750.270182,2012-06-17,0.9929,0.085,0.758,0.9929
2012-06-18,12741.820312,2012-06-18,0.8986,0.102,0.792,0.8986
2012-06-19,12837.330078,2012-06-19,-0.9985,0.141,0.794,-0.9985
2012-06-20,12824.389648,2012-06-20,-0.9977,0.148,0.785,-0.9977
2012-06-21,12573.570312,2012-06-21,-0.9945,0.153,0.735,-0.9945
2012-06-22,12640.780273,2012-06-22,-0.8485,0.13,0.743,-0.8485
2012-06-23,12594.740234,2012-06-23,-0.9982,0.226,0.699,-0.9982
2012-06-24,12548.700195,2012-06-24,-0.9853,0.153,0.739,-0.9853
2012-06-25,12502.660156,2012-06-25,-0.9969,0.165,0.736,-0.9969
2012-06-26,12534.669922,2012-06-26,-0.9493,0.148,0.714,-0.9493
2012-06-27,12627.009766,2012-06-27,-0.9956,0.167,0.704,-0.9956
2012-06-28,12602.259766,2012-06-28,0.9945,0.123,0.721,0.9945
2012-06-29,12880.089844,2012-06-29,-0.9826,0.155,0.708,-0.9826
2012-06-30,12877.189778666667,2012-06-30,-0.9552,0.16,0.709,-0.9552
2012-07-01,12874.289713333334,2012-07-01,0.9667,0.122,0.728,0.9667
2012-07-02,12871.389648,2012-07-02,-0.866,0.083,0.85,-0.866
2012-07-03,12943.660156,2012-07-03,-0.9981,0.149,0.766,-0.9981
2012-07-04,12920.165039,2012-07-04,-0.9848,0.134,0.79,-0.9848
2012-07-05,12896.669922,2012-07-05,-0.9947,0.13,0.795,-0.9947
2012-07-06,12772.469727,2012-07-06,-0.9736,0.113,0.795,-0.9736
2012-07-07,12760.409830999999,2012-07-07,-0.9948,0.189,0.717,-0.9948
2012-07-08,12748.349935,2012-07-08,-0.9737,0.129,0.779,-0.9737
2012-07-09,12736.290039,2012-07-09,-0.989,0.117,0.804,-0.989
2012-07-10,12653.120117,2012-07-10,-0.9826,0.099,0.831,-0.9826
2012-07-11,12604.530273,2012-07-11,-0.9576,0.12,0.778,-0.9576
2012-07-12,12573.269531,2012-07-12,-0.9939,0.14,0.76,-0.9939
2012-07-13,12777.089844,2012-07-13,-0.9844,0.117,0.794,-0.9844
2012-07-14,12760.463216333334,2012-07-14,-0.996,0.165,0.782,-0.996
2012-07-15,12743.836588666667,2012-07-15,-0.986,0.13,0.81,-0.986
2012-07-16,12727.209961,2012-07-16,-0.9908,0.121,0.794,-0.9908
2012-07-17,12805.540039,2012-07-17,-0.9815,0.117,0.784,-0.9815
2012-07-18,12908.700195,2012-07-18,-0.9983,0.152,0.761,-0.9983
2012-07-19,12943.360352,2012-07-19,-0.9974,0.166,0.714,-0.9974
2012-07-20,12822.570312,2012-07-20,-0.9947,0.13,0.795,-0.9947
2012-07-21,12788.866861666667,2012-07-21,-0.995,0.154,0.802,-0.995
2012-07-22,12755.163411333333,2012-07-22,-0.9529,0.136,0.77,-0.9529
2012-07-23,12721.459961,2012-07-23,-0.9946,0.12,0.803,-0.9946
2012-07-24,12617.320312,2012-07-24,-0.9983,0.173,0.722,-0.9983
2012-07-25,12676.049805,2012-07-25,-0.996,0.124,0.814,-0.996
2012-07-26,12887.929688,2012-07-26,-0.9959,0.15,0.743,-0.9959
2012-07-27,13075.660156,2012-07-27,-0.9984,0.154,0.765,-0.9984
2012-07-28,13074.776692666666,2012-07-28,0.2228,0.117,0.767,0.2228
2012-07-29,13073.893229333333,2012-07-29,-0.9968,0.213,0.699,-0.9968
2012-07-30,13073.009766,2012-07-30,-0.9987,0.175,0.738,-0.9987
2012-07-31,13008.679688,2012-07-31,-0.9971,0.152,0.746,-0.9971
2012-08-01,12976.129883,2012-08-01,0.9374,0.136,0.721,0.9374
2012-08-02,12878.879883,2012-08-02,0.9358,0.123,0.74,0.9358
2012-08-03,13096.169922,2012-08-03,-0.9991,0.194,0.702,-0.9991
2012-08-04,13103.283203333332,2012-08-04,-0.9991,0.253,0.656,-0.9991
2012-08-05,13110.396484666666,2012-08-05,-0.9932,0.163,0.727,-0.9932
2012-08-06,13117.509766,2012-08-06,-0.991,0.122,0.805,-0.991
2012-08-07,13168.599609,2012-08-07,-0.9956,0.142,0.762,-0.9956
2012-08-08,13175.639648,2012-08-08,-0.9926,0.134,0.778,-0.9926
2012-08-09,13165.19043,2012-08-09,-0.9995,0.204,0.709,-0.9995
2012-08-10,13207.950195,2012-08-10,-0.9918,0.155,0.739,-0.9918
2012-08-11,13195.110026,2012-08-11,-0.9967,0.185,0.745,-0.9967
2012-08-12,13182.269857,2012-08-12,-0.9555,0.128,0.78,-0.9555
2012-08-13,13169.429688,2012-08-13,-0.7088,0.075,0.852,-0.7088
2012-08-14,13172.139648,2012-08-14,-0.9814,0.104,0.814,-0.9814
2012-08-15,13164.780273,2012-08-15,-0.9939,0.118,0.815,-0.9939
2012-08-16,13250.110352,2012-08-16,-0.9937,0.129,0.782,-0.9937
2012-08-17,13275.200195,2012-08-17,-0.9992,0.201,0.69,-0.9992
2012-08-18,13274.013346,2012-08-18,-0.9923,0.133,0.798,-0.9923
2012-08-19,13272.826497,2012-08-19,-0.9242,0.143,0.734,-0.9242
2012-08-20,13271.639648,2012-08-20,-0.997,0.152,0.761,-0.997
2012-08-21,13203.580078,2012-08-21,0.7859,0.115,0.759,0.7859
2012-08-22,13172.759766,2012-08-22,-0.9975,0.153,0.76,-0.9975
2012-08-23,13057.459961,2012-08-23,-0.9909,0.142,0.749,-0.9909
2012-08-24,13157.969727,2012-08-24,-0.9973,0.139,0.792,-0.9973
2012-08-25,13146.869792,2012-08-25,-0.9962,0.173,0.758,-0.9962
2012-08-26,13135.769857,2012-08-26,0.9239,0.107,0.776,0.9239
2012-08-27,13124.669922,2012-08-27,-0.8403,0.095,0.815,-0.8403
2012-08-28,13102.990234,2012-08-28,-0.995,0.131,0.772,-0.995
2012-08-29,13107.480469,2012-08-29,-0.9928,0.113,0.811,-0.9928
2012-08-30,13000.709961,2012-08-30,-0.9986,0.153,0.77,-0.9986
2012-08-31,13090.839844,2012-08-31,-0.9537,0.109,0.809,-0.9537
2012-09-01,13077.1149905,2012-09-01,-0.9981,0.216,0.676,-0.9981
2012-09-02,13063.390137,2012-09-02,-0.8299,0.12,0.776,-0.8299
2012-09-03,13049.6652835,2012-09-03,0.9541,0.097,0.786,0.9541
2012-09-04,13035.94043,2012-09-04,-0.9648,0.081,0.864,-0.9648
2012-09-05,13047.480469,2012-09-05,0.9936,0.104,0.761,0.9936
2012-09-06,13292.0,2012-09-06,0.9875,0.08,0.821,0.9875
2012-09-07,13306.639648,2012-09-07,-0.9992,0.181,0.732,-0.9992
2012-09-08,13289.189778333333,2012-09-08,-0.9572,0.169,0.698,-0.9572
2012-09-09,13271.739908666666,2012-09-09,-0.9902,0.141,0.778,-0.9902
2012-09-10,13254.290039,2012-09-10,0.9901,0.101,0.771,0.9901
2012-09-11,13323.360352,2012-09-11,0.9942,0.1,0.772,0.9942
2012-09-12,13333.349609,2012-09-12,-0.9964,0.161,0.71,-0.9964
2012-09-13,13539.860352,2012-09-13,-0.9995,0.192,0.725,-0.9995
2012-09-14,13593.370117,2012-09-14,-0.9971,0.13,0.803,-0.9971
2012-09-15,13579.946614333334,2012-09-15,-0.9984,0.199,0.732,-0.9984
2012-09-16,13566.523111666667,2012-09-16,-0.9875,0.139,0.789,-0.9875
2012-09-17,13553.099609,2012-09-17,-0.9739,0.112,0.797,-0.9739
2012-09-18,13564.639648,2012-09-18,-0.9458,0.097,0.823,-0.9458
2012-09-19,13577.959961,2012-09-19,0.6945,0.105,0.798,0.6945
2012-09-20,13596.929688,2012-09-20,-0.9982,0.137,0.793,-0.9982
2012-09-21,13579.469727,2012-09-21,-0.9926,0.131,0.775,-0.9926
2012-09-22,13572.619792,2012-09-22,-0.4351,0.139,0.728,-0.4351
2012-09-23,13565.769857,2012-09-23,-0.9947,0.165,0.774,-0.9947
2012-09-24,13558.919922,2012-09-24,-0.9969,0.134,0.796,-0.9969
2012-09-25,13457.549805,2012-09-25,-0.9857,0.137,0.747,-0.9857
2012-09-26,13413.509766,2012-09-26,-0.9976,0.147,0.762,-0.9976
2012-09-27,13485.969727,2012-09-27,-0.524,0.104,0.794,-0.524
2012-09-28,13437.129883,2012-09-28,-0.9862,0.136,0.747,-0.9862
2012-09-29,13463.123372666667,2012-09-29,-0.9982,0.206,0.709,-0.9982
2012-09-30,13489.116862333332,2012-09-30,-0.9992,0.185,0.725,-0.9992
2012-10-01,13515.110352,2012-10-01,-0.8231,0.138,0.732,-0.8231
2012-10-02,13482.360352,2012-10-02,-0.9956,0.169,0.704,-0.9956
2012-10-03,13494.610352,2012-10-03,-0.9967,0.119,0.822,-0.9967
2012-10-04,13575.360352,2012-10-04,-0.7277,0.099,0.808,-0.7277
2012-10-05,13610.150391,2012-10-05,-0.9441,0.119,0.792,-0.9441
2012-10-06,13601.317057666665,2012-10-06,-0.9942,0.156,0.8,-0.9942
2012-10-07,13592.483724333333,2012-10-07,-0.9826,0.145,0.753,-0.9826
2012-10-08,13583.650391,2012-10-08,-0.9764,0.091,0.847,-0.9764
2012-10-09,13473.530273,2012-10-09,-0.9776,0.108,0.808,-0.9776
2012-10-10,13344.969727,2012-10-10,-0.9957,0.154,0.737,-0.9957
2012-10-11,13326.389648,2012-10-11,-0.9623,0.119,0.777,-0.9623
2012-10-12,13328.849609,2012-10-12,-0.9969,0.136,0.787,-0.9969
2012-10-13,13360.643229000001,2012-10-13,-0.9971,0.185,0.735,-0.9971
2012-10-14,13392.436849,2012-10-14,-0.9522,0.147,0.743,-0.9522
2012-10-15,13424.230469,2012-10-15,-0.9936,0.124,0.787,-0.9936
2012-10-16,13551.780273,2012-10-16,-0.9634,0.127,0.754,-0.9634
2012-10-17,13557.0,2012-10-17,-0.8786,0.107,0.799,-0.8786
2012-10-18,13548.94043,2012-10-18,-0.9951,0.142,0.746,-0.9951
2012-10-19,13343.509766,2012-10-19,-0.9988,0.158,0.769,-0.9988
2012-10-20,13344.30306,2012-10-20,-0.9927,0.143,0.785,-0.9927
2012-10-21,13345.096354,2012-10-21,-0.9919,0.141,0.794,-0.9919
2012-10-22,13345.889648,2012-10-22,-0.9901,0.132,0.76,-0.9901
2012-10-23,13102.530273,2012-10-23,-0.974,0.115,0.797,-0.974
2012-10-24,13077.339844,2012-10-24,-0.9726,0.14,0.729,-0.9726
2012-10-25,13103.679688,2012-10-25,-0.9987,0.169,0.719,-0.9987
2012-10-26,13107.209961,2012-10-26,-0.9972,0.166,0.716,-0.9972
2012-10-27,13105.059961,2012-10-27,-0.9986,0.211,0.704,-0.9986
2012-10-28,13102.909961000001,2012-10-28,-0.9672,0.11,0.804,-0.9672
2012-10-29,13100.759961,2012-10-29,-0.6027,0.106,0.794,-0.6027
2012-10-30,13098.609961,2012-10-30,-0.9964,0.137,0.785,-0.9964
2012-10-31,13096.459961,2012-10-31,-0.9992,0.132,0.793,-0.9992
2012-11-01,13232.620117,2012-11-01,-0.9949,0.132,0.781,-0.9949
2012-11-02,13093.160156,2012-11-02,-0.9975,0.14,0.777,-0.9975
2012-11-03,13099.586914,2012-11-03,-0.9935,0.163,0.743,-0.9935
2012-11-04,13106.013672000001,2012-11-04,-0.8127,0.112,0.788,-0.8127
2012-11-05,13112.44043,2012-11-05,0.97,0.101,0.782,0.97
2012-11-06,13245.679688,2012-11-06,-0.9989,0.15,0.786,-0.9989
2012-11-07,12932.730469,2012-11-07,-0.9832,0.145,0.725,-0.9832
2012-11-08,12811.320312,2012-11-08,-0.9863,0.153,0.717,-0.9863
2012-11-09,12815.389648,2012-11-09,-0.9976,0.152,0.766,-0.9976
2012-11-10,12815.286458,2012-11-10,-0.99,0.161,0.738,-0.99
2012-11-11,12815.183268,2012-11-11,-0.9827,0.155,0.737,-0.9827
2012-11-12,12815.080078,2012-11-12,-0.9832,0.117,0.791,-0.9832
2012-11-13,12756.179688,2012-11-13,-0.9874,0.13,0.762,-0.9874
2012-11-14,12570.950195,2012-11-14,-0.995,0.149,0.747,-0.995
2012-11-15,12542.379883,2012-11-15,-0.9906,0.12,0.801,-0.9906
2012-11-16,12588.30957,2012-11-16,-0.9988,0.169,0.744,-0.9988
2012-11-17,12657.526367,2012-11-17,-0.998,0.21,0.703,-0.998
2012-11-18,12726.743164,2012-11-18,-0.9905,0.159,0.754,-0.9905
2012-11-19,12795.959961,2012-11-19,-0.9963,0.142,0.776,-0.9963
2012-11-20,12788.509766,2012-11-20,-0.9879,0.112,0.817,-0.9879
2012-11-21,12836.889648,2012-11-21,-0.9988,0.187,0.707,-0.9988
2012-11-22,12923.2099605,2012-11-22,-0.9968,0.192,0.694,-0.9968
2012-11-23,13009.530273,2012-11-23,-0.995,0.147,0.782,-0.995
2012-11-24,12995.476887666668,2012-11-24,-0.9872,0.151,0.766,-0.9872
2012-11-25,12981.423502333333,2012-11-25,-0.996,0.187,0.73,-0.996
2012-11-26,12967.370117,2012-11-26,-0.974,0.129,0.764,-0.974
2012-11-27,12878.129883,2012-11-27,-0.998,0.181,0.705,-0.998
2012-11-28,12985.110352,2012-11-28,-0.9968,0.148,0.76,-0.9968
2012-11-29,13021.820312,2012-11-29,-0.9783,0.142,0.74,-0.9783
2012-11-30,13025.580078,2012-11-30,-0.99,0.158,0.708,-0.99
2012-12-01,13005.586588333334,2012-12-01,-0.9963,0.198,0.71,-0.9963
2012-12-02,12985.593098666668,2012-12-02,-0.991,0.144,0.781,-0.991
2012-12-03,12965.599609,2012-12-03,-0.9946,0.117,0.814,-0.9946
2012-12-04,12951.780273,2012-12-04,-0.9924,0.128,0.775,-0.9924
2012-12-05,13034.490234,2012-12-05,-0.9977,0.157,0.751,-0.9977
2012-12-06,13074.040039,2012-12-06,-0.9974,0.167,0.721,-0.9974
2012-12-07,13155.129883,2012-12-07,0.3121,0.119,0.765,0.3121
2012-12-08,13160.046549666666,2012-12-08,-0.9971,0.223,0.672,-0.9971
2012-12-09,13164.963216333334,2012-12-09,-0.9724,0.164,0.704,-0.9724
2012-12-10,13169.879883,2012-12-10,0.9871,0.1,0.769,0.9871
2012-12-11,13248.44043,2012-12-11,-0.9953,0.15,0.736,-0.9953
2012-12-12,13245.450195,2012-12-12,0.9412,0.109,0.778,0.9412
2012-12-13,13170.719727,2012-12-13,-0.9981,0.147,0.773,-0.9981
2012-12-14,13135.009766,2012-12-14,-0.9848,0.122,0.784,-0.9848
2012-12-15,13168.469726666666,2012-12-15,-0.9983,0.217,0.709,-0.9983
2012-12-16,13201.929687333333,2012-12-16,-0.9277,0.131,0.757,-0.9277
2012-12-17,13235.389648,2012-12-17,-0.9977,0.167,0.727,-0.9977
2012-12-18,13350.959961,2012-12-18,-0.9993,0.199,0.696,-0.9993
2012-12-19,13251.969727,2012-12-19,-0.9995,0.2,0.709,-0.9995
2012-12-20,13311.719727,2012-12-20,-0.9972,0.143,0.763,-0.9972
2012-12-21,13190.839844,2012-12-21,0.9658,0.096,0.786,0.9658
2012-12-22,13173.536458666667,2012-12-22,-0.991,0.161,0.736,-0.991
2012-12-23,13156.233073333333,2012-12-23,-0.9937,0.199,0.689,-0.9937
2012-12-24,13138.929688,2012-12-24,0.6771,0.14,0.717,0.6771
2012-12-25,13126.759766,2012-12-25,-0.9888,0.195,0.664,-0.9888
2012-12-26,13114.589844,2012-12-26,-0.9578,0.121,0.797,-0.9578
2012-12-27,13096.30957,2012-12-27,0.6771,0.118,0.769,0.6771
2012-12-28,12938.110352,2012-12-28,-0.998,0.208,0.687,-0.998
2012-12-29,12993.453450666666,2012-12-29,-0.9941,0.189,0.721,-0.9941
2012-12-30,13048.796549333334,2012-12-30,-0.9857,0.178,0.7,-0.9857
2012-12-31,13104.139648,2012-12-31,-0.999,0.173,0.724,-0.999
2013-01-01,13258.3447265,2013-01-01,-0.9836,0.133,0.783,-0.9836
2013-01-02,13412.549805,2013-01-02,-0.9949,0.152,0.76,-0.9949
2013-01-03,13391.360352,2013-01-03,-0.9982,0.182,0.699,-0.9982
2013-01-04,13435.209961,2013-01-04,-0.997,0.164,0.727,-0.997
2013-01-05,13418.236653666667,2013-01-05,-0.9855,0.153,0.764,-0.9855
2013-01-06,13401.263346333333,2013-01-06,-0.8348,0.102,0.823,-0.8348
2013-01-07,13384.290039,2013-01-07,0.8727,0.078,0.832,0.8727
2013-01-08,13328.849609,2013-01-08,-0.9988,0.178,0.732,-0.9988
2013-01-09,13390.509766,2013-01-09,-0.9981,0.155,0.756,-0.9981
2013-01-10,13471.219727,2013-01-10,-0.9615,0.101,0.816,-0.9615
2013-01-11,13488.429688,2013-01-11,-0.9894,0.15,0.728,-0.9894
2013-01-12,13494.726562666667,2013-01-12,-0.9971,0.204,0.686,-0.9971
2013-01-13,13501.023437333333,2013-01-13,-0.9914,0.143,0.786,-0.9914
2013-01-14,13507.320312,2013-01-14,-0.9748,0.147,0.724,-0.9748
2013-01-15,13534.889648,2013-01-15,-0.9949,0.13,0.79,-0.9949
2013-01-16,13511.230469,2013-01-16,-0.9989,0.2,0.696,-0.9989
2013-01-17,13596.019531,2013-01-17,-0.9972,0.128,0.81,-0.9972
2013-01-18,13649.700195,2013-01-18,-0.9913,0.125,0.792,-0.9913
2013-01-19,13665.3276365,2013-01-19,-0.9951,0.177,0.741,-0.9951
2013-01-20,13680.955077999999,2013-01-20,0.62,0.138,0.714,0.62
2013-01-21,13696.5825195,2013-01-21,-0.9904,0.15,0.763,-0.9904
