Date,adj close,Date,Comp,Negative,Neutral,Positive
2009-03-07,6600.309895666666,2009-03-07,-0.9981,0.159,0.778,-0.9981
2009-03-08,6573.679850333333,2009-03-08,-0.9593,0.137,0.776,-0.9593
2009-03-09,6547.049805,2009-03-09,0.987,0.099,0.777,0.987
2009-03-10,6926.490234,2009-03-10,-0.9971,0.141,0.771,-0.9971
2009-03-11,6930.399902,2009-03-11,-0.9912,0.124,0.786,-0.9912
2009-03-12,7170.060059,2009-03-12,-0.9894,0.138,0.759,-0.9894
2009-03-13,7223.97998,2009-03-13,-0.8563,0.133,0.74,-0.8563
2009-03-14,7221.6433916666665,2009-03-14,-0.9977,0.185,0.737,-0.9977
2009-03-15,7219.306803333334,2009-03-15,0.9568,0.141,0.68,0.9568
2009-03-16,7216.970215,2009-03-16,-0.9881,0.099,0.833,-0.9881
2009-03-17,7395.700195,2009-03-17,-0.9925,0.156,0.72,-0.9925
2009-03-18,7486.580078,2009-03-18,-0.9968,0.156,0.748,-0.9968
2009-03-19,7400.799805,2009-03-19,-0.8304,0.141,0.723,-0.8304
2009-03-20,7278.379883,2009-03-20,0.8613,0.143,0.719,0.8613
2009-03-21,7444.206542999999,2009-03-21,-0.9944,0.191,0.712,-0.9944
2009-03-22,7610.033203,2009-03-22,-0.9905,0.191,0.712,-0.9905
2009-03-23,7775.859863,2009-03-23,0.9925,0.116,0.733,0.9925
2009-03-24,7659.970215,2009-03-24,-0.9852,0.141,0.732,-0.9852
2009-03-25,7749.810059,2009-03-25,-0.5827,0.103,0.792,-0.5827
2009-03-26,7924.560059,2009-03-26,-0.9782,0.131,0.749,-0.9782
2009-03-27,7776.180176,2009-03-27,-0.9333,0.109,0.806,-0.9333
2009-03-28,7691.460124,2009-03-28,-0.9878,0.137,0.8,-0.9878
2009-03-29,7606.740072,2009-03-29,-0.8744,0.136,0.748,-0.8744
2009-03-30,7522.02002,2009-03-30,-0.9969,0.146,0.756,-0.9969
2009-03-31,7608.919922,2009-03-31,-0.9996,0.16,0.735,-0.9996
2009-04-01,7761.600098,2009-04-01,-0.9842,0.118,0.785,-0.9842
2009-04-02,7978.080078,2009-04-02,-0.9983,0.138,0.776,-0.9983
2009-04-03,8017.589844,2009-04-03,-0.9991,0.186,0.729,-0.9991
2009-04-04,8003.676595333333,2009-04-04,-0.9826,0.15,0.746,-0.9826
2009-04-05,7989.763346666667,2009-04-05,-0.9976,0.235,0.683,-0.9976
2009-04-06,7975.850098,2009-04-06,0.9728,0.094,0.796,0.9728
2009-04-07,7789.560059,2009-04-07,-0.9986,0.164,0.735,-0.9986
2009-04-08,7837.109863,2009-04-08,-0.9882,0.125,0.783,-0.9882
2009-04-09,8083.379883,2009-04-09,-0.9974,0.137,0.789,-0.9974
2009-04-10,8076.987427,2009-04-10,-0.9946,0.136,0.78,-0.9946
2009-04-11,8070.594971,2009-04-11,-0.9981,0.189,0.76,-0.9981
2009-04-12,8064.202515,2009-04-12,-0.9814,0.175,0.713,-0.9814
2009-04-13,8057.810059,2009-04-13,0.9061,0.107,0.79,0.9061
2009-04-14,7920.180176,2009-04-14,-0.9972,0.151,0.745,-0.9972
2009-04-15,8029.620117,2009-04-15,-0.9964,0.152,0.741,-0.9964
2009-04-16,8125.430176,2009-04-16,-0.9963,0.152,0.753,-0.9963
2009-04-17,8131.330078,2009-04-17,-0.9983,0.165,0.732,-0.9983
2009-04-18,8034.796712,2009-04-18,-0.989,0.171,0.707,-0.989
2009-04-19,7938.263346,2009-04-19,-0.8959,0.104,0.823,-0.8959
2009-04-20,7841.72998,2009-04-20,-0.9953,0.147,0.737,-0.9953
2009-04-21,7969.560059,2009-04-21,-0.9984,0.172,0.715,-0.9984
2009-04-22,7886.569824,2009-04-22,-0.9996,0.219,0.69,-0.9996
2009-04-23,7957.060059,2009-04-23,-0.9882,0.112,0.806,-0.9882
2009-04-24,8076.290039,2009-04-24,-0.9988,0.166,0.746,-0.9988
2009-04-25,8059.193359333333,2009-04-25,-0.9988,0.233,0.679,-0.9988
2009-04-26,8042.096679666667,2009-04-26,-0.8935,0.137,0.765,-0.8935
2009-04-27,8025.0,2009-04-27,-0.9994,0.191,0.73,-0.9994
2009-04-28,8016.950195,2009-04-28,-0.9973,0.154,0.753,-0.9973
2009-04-29,8185.72998,2009-04-29,-0.9828,0.112,0.807,-0.9828
2009-04-30,8168.120117,2009-04-30,-0.9991,0.196,0.68,-0.9991
2009-05-01,8212.410156,2009-05-01,0.3004,0.135,0.74,0.3004
2009-05-02,8283.853515333334,2009-05-02,-0.999,0.221,0.699,-0.999
2009-05-03,8355.296874666667,2009-05-03,-0.9826,0.142,0.782,-0.9826
2009-05-04,8426.740234,2009-05-04,0.9694,0.133,0.723,0.9694
2009-05-05,8410.650391,2009-05-05,-0.9995,0.203,0.701,-0.9995
2009-05-06,8512.280273,2009-05-06,-0.9981,0.163,0.724,-0.9981
2009-05-07,8409.849609,2009-05-07,-0.9807,0.127,0.762,-0.9807
2009-05-08,8574.650391,2009-05-08,-0.9987,0.162,0.742,-0.9987
2009-05-09,8522.690104333333,2009-05-09,-0.999,0.268,0.631,-0.999
2009-05-10,8470.729817666666,2009-05-10,-0.9752,0.181,0.689,-0.9752
2009-05-11,8418.769531,2009-05-11,-0.9679,0.174,0.686,-0.9679
2009-05-12,8469.110352,2009-05-12,-0.6486,0.11,0.851,-0.6486
2009-05-13,8284.889648,2009-05-13,-0.999,0.181,0.737,-0.999
2009-05-14,8331.320312,2009-05-14,-0.9409,0.106,0.802,-0.9409
2009-05-15,8268.639648,2009-05-15,-0.9953,0.129,0.777,-0.9953
2009-05-16,8347.119791333334,2009-05-16,-0.9981,0.198,0.72,-0.9981
2009-05-17,8425.599934666667,2009-05-17,-0.9816,0.165,0.727,-0.9816
2009-05-18,8504.080078,2009-05-18,-0.9521,0.112,0.801,-0.9521
2009-05-19,8474.849609,2009-05-19,-0.9987,0.174,0.708,-0.9987
2009-05-20,8422.040039,2009-05-20,-0.9958,0.149,0.747,-0.9958
2009-05-21,8292.129883,2009-05-21,-0.9832,0.148,0.731,-0.9832
2009-05-22,8277.320312,2009-05-22,-0.9965,0.168,0.721,-0.9965
2009-05-23,8326.3627925,2009-05-23,-0.9982,0.21,0.69,-0.9982
2009-05-24,8375.405273,2009-05-24,-0.9847,0.182,0.709,-0.9847
2009-05-25,8424.4477535,2009-05-25,-0.9497,0.135,0.752,-0.9497
2009-05-26,8473.490234,2009-05-26,0.9423,0.106,0.779,0.9423
2009-05-27,8300.019531,2009-05-27,0.9825,0.102,0.774,0.9825
2009-05-28,8403.799805,2009-05-28,-0.4891,0.117,0.778,-0.4891
2009-05-29,8500.330078,2009-05-29,-0.9992,0.177,0.738,-0.9992
2009-05-30,8574.033528666667,2009-05-30,-0.9907,0.157,0.76,-0.9907
2009-05-31,8647.736979333335,2009-05-31,-0.9834,0.144,0.796,-0.9834
2009-06-01,8721.44043,2009-06-01,-0.9837,0.124,0.776,-0.9837
2009-06-02,8740.870117,2009-06-02,-0.9903,0.117,0.789,-0.9903
2009-06-03,8675.240234,2009-06-03,-0.9922,0.14,0.744,-0.9922
2009-06-04,8750.240234,2009-06-04,0.9692,0.109,0.768,0.9692
2009-06-05,8763.129883,2009-06-05,-0.9878,0.116,0.794,-0.9878
2009-06-06,8763.583333333334,2009-06-06,-0.9979,0.18,0.765,-0.9979
2009-06-07,8764.036783666666,2009-06-07,-0.979,0.174,0.705,-0.979
2009-06-08,8764.490234,2009-06-08,-0.8218,0.13,0.75,-0.8218
2009-06-09,8763.05957,2009-06-09,-0.9977,0.15,0.748,-0.9977
2009-06-10,8739.019531,2009-06-10,-0.9679,0.141,0.746,-0.9679
2009-06-11,8770.919922,2009-06-11,-0.9931,0.131,0.771,-0.9931
2009-06-12,8799.259766,2009-06-12,-0.993,0.151,0.727,-0.993
2009-06-13,8736.883138333333,2009-06-13,-0.6579,0.102,0.816,-0.6579
2009-06-14,8674.506510666666,2009-06-14,-0.9474,0.14,0.768,-0.9474
2009-06-15,8612.129883,2009-06-15,0.8868,0.106,0.784,0.8868
2009-06-16,8504.669922,2009-06-16,-0.9961,0.141,0.752,-0.9961
2009-06-17,8497.179688,2009-06-17,-0.7659,0.099,0.815,-0.7659
2009-06-18,8555.599609,2009-06-18,-0.9951,0.129,0.785,-0.9951
2009-06-19,8539.730469,2009-06-19,-0.9981,0.166,0.726,-0.9981
2009-06-20,8472.823568,2009-06-20,-0.9991,0.247,0.67,-0.9991
2009-06-21,8405.916667,2009-06-21,-0.9941,0.196,0.73,-0.9941
2009-06-22,8339.009766,2009-06-22,0.9796,0.085,0.809,0.9796
2009-06-23,8322.910156,2009-06-23,-0.9895,0.151,0.719,-0.9895
2009-06-24,8299.860352,2009-06-24,-0.9914,0.136,0.76,-0.9914
2009-06-25,8472.400391,2009-06-25,-0.9984,0.159,0.748,-0.9984
2009-06-26,8438.389648,2009-06-26,0.8075,0.123,0.749,0.8075
2009-06-27,8468.719726333333,2009-06-27,-0.9962,0.179,0.742,-0.9962
2009-06-28,8499.049804666667,2009-06-28,0.4019,0.106,0.777,0.4019
2009-06-29,8529.379883,2009-06-29,0.9199,0.094,0.816,0.9199
2009-06-30,8447.0,2009-06-30,-0.9847,0.131,0.762,-0.9847
2009-07-01,8504.05957,2009-07-01,-0.9976,0.151,0.749,-0.9976
2009-07-02,8280.740234,2009-07-02,-0.998,0.143,0.787,-0.998
2009-07-03,8291.772704750001,2009-07-03,-0.9822,0.113,0.832,-0.9822
2009-07-04,8302.805175500001,2009-07-04,-0.9914,0.156,0.773,-0.9914
2009-07-05,8313.83764625,2009-07-05,-0.9899,0.178,0.713,-0.9899
2009-07-06,8324.870117,2009-07-06,0.9789,0.052,0.862,0.9789
2009-07-07,8163.600098,2009-07-07,-0.9922,0.117,0.795,-0.9922
2009-07-08,8178.410156,2009-07-08,-0.924,0.126,0.753,-0.924
2009-07-09,8183.169922,2009-07-09,-0.9968,0.155,0.742,-0.9968
2009-07-10,8146.52002,2009-07-10,-0.8882,0.112,0.796,-0.8882
2009-07-11,8208.239909333333,2009-07-11,-0.998,0.218,0.673,-0.998
2009-07-12,8269.959798666667,2009-07-12,0.8528,0.158,0.664,0.8528
2009-07-13,8331.679688,2009-07-13,-0.9829,0.123,0.778,-0.9829
2009-07-14,8359.490234,2009-07-14,-0.9911,0.14,0.743,-0.9911
2009-07-15,8616.209961,2009-07-15,-0.9544,0.158,0.7,-0.9544
2009-07-16,8711.820312,2009-07-16,-0.9963,0.144,0.758,-0.9963
2009-07-17,8743.94043,2009-07-17,-0.9848,0.127,0.769,-0.9848
2009-07-18,8778.677083666667,2009-07-18,-0.9968,0.173,0.746,-0.9968
2009-07-19,8813.413737333332,2009-07-19,-0.9805,0.144,0.788,-0.9805
2009-07-20,8848.150391,2009-07-20,0.9617,0.09,0.808,0.9617
2009-07-21,8915.94043,2009-07-21,-0.9973,0.163,0.729,-0.9973
2009-07-22,8881.259766,2009-07-22,-0.9914,0.155,0.719,-0.9914
2009-07-23,9069.290039,2009-07-23,-0.9564,0.148,0.711,-0.9564
2009-07-24,9093.240234,2009-07-24,0.8455,0.109,0.774,0.8455
2009-07-25,9098.330078,2009-07-25,-0.9877,0.144,0.77,-0.9877
2009-07-26,9103.419922,2009-07-26,-0.4642,0.139,0.747,-0.4642
2009-07-27,9108.509766,2009-07-27,-0.5603,0.128,0.748,-0.5603
2009-07-28,9096.719727,2009-07-28,0.8514,0.106,0.785,0.8514
2009-07-29,9070.719727,2009-07-29,-0.9529,0.116,0.785,-0.9529
2009-07-30,9154.459961,2009-07-30,0.8896,0.136,0.72,0.8896
2009-07-31,9171.610352,2009-07-31,0.6668,0.146,0.704,0.6668
2009-08-01,9209.926758,2009-08-01,-0.9498,0.134,0.77,-0.9498
2009-08-02,9248.243164,2009-08-02,-0.9976,0.265,0.654,-0.9976
2009-08-03,9286.55957,2009-08-03,0.9932,0.099,0.767,0.9932
2009-08-04,9320.19043,2009-08-04,-0.991,0.128,0.775,-0.991
2009-08-05,9280.969727,2009-08-05,-0.8283,0.106,0.809,-0.8283
2009-08-06,9256.259766,2009-08-06,-0.9979,0.161,0.726,-0.9979
2009-08-07,9370.070312,2009-08-07,-0.9953,0.159,0.72,-0.9953
2009-08-08,9359.363606333332,2009-08-08,-0.9991,0.247,0.695,-0.9991
2009-08-09,9348.656900666667,2009-08-09,-0.9945,0.213,0.674,-0.9945
2009-08-10,9337.950195,2009-08-10,-0.972,0.133,0.759,-0.972
2009-08-11,9241.450195,2009-08-11,-0.9906,0.117,0.821,-0.9906
2009-08-12,9361.610352,2009-08-12,0.9882,0.101,0.775,0.9882
2009-08-13,9398.19043,2009-08-13,-0.9977,0.164,0.725,-0.9977
2009-08-14,9321.400391,2009-08-14,-0.997,0.146,0.764,-0.997
2009-08-15,9259.380208666666,2009-08-15,-0.9887,0.144,0.803,-0.9887
2009-08-16,9197.360026333334,2009-08-16,-0.9716,0.186,0.681,-0.9716
2009-08-17,9135.339844,2009-08-17,-0.986,0.109,0.816,-0.986
2009-08-18,9217.94043,2009-08-18,-0.9969,0.145,0.759,-0.9969
2009-08-19,9279.160156,2009-08-19,-0.9988,0.149,0.783,-0.9988
2009-08-20,9350.049805,2009-08-20,-0.621,0.102,0.813,-0.621
2009-08-21,9505.959961,2009-08-21,-0.9737,0.11,0.798,-0.9737
2009-08-22,9507.066731666668,2009-08-22,-0.9978,0.198,0.728,-0.9978
2009-08-23,9508.173502333333,2009-08-23,-0.9926,0.18,0.744,-0.9926
2009-08-24,9509.280273,2009-08-24,-0.6903,0.086,0.834,-0.6903
2009-08-25,9539.290039,2009-08-25,-0.9981,0.155,0.745,-0.9981
2009-08-26,9543.519531,2009-08-26,-0.7899,0.14,0.724,-0.7899
2009-08-27,9580.629883,2009-08-27,-0.9952,0.159,0.721,-0.9952
2009-08-28,9544.200195,2009-08-28,-0.9976,0.152,0.754,-0.9976
2009-08-29,9528.226887666666,2009-08-29,-0.9954,0.174,0.745,-0.9954
2009-08-30,9512.253580333334,2009-08-30,0.8188,0.122,0.737,0.8188
2009-08-31,9496.280273,2009-08-31,0.9174,0.11,0.771,0.9174
2009-09-01,9310.599609,2009-09-01,0.9732,0.104,0.782,0.9732
2009-09-02,9280.669922,2009-09-02,0.9909,0.1,0.771,0.9909
2009-09-03,9344.610352,2009-09-03,-0.9906,0.15,0.732,-0.9906
2009-09-04,9441.269531,2009-09-04,-0.9971,0.136,0.789,-0.9971
2009-09-05,9455.287109249999,2009-09-05,-0.9986,0.22,0.702,-0.9986
2009-09-06,9469.3046875,2009-09-06,-0.998,0.234,0.677,-0.998
2009-09-07,9483.322265750001,2009-09-07,-0.9705,0.137,0.766,-0.9705
2009-09-08,9497.339844,2009-09-08,-0.9977,0.132,0.782,-0.9977
2009-09-09,9547.219727,2009-09-09,-0.8132,0.134,0.736,-0.8132
2009-09-10,9627.480469,2009-09-10,-0.9932,0.143,0.741,-0.9932
2009-09-11,9605.410156,2009-09-11,-0.8268,0.096,0.819,-0.8268
2009-09-12,9612.540039,2009-09-12,-0.9802,0.142,0.769,-0.9802
2009-09-13,9619.669922000001,2009-09-13,-0.9859,0.175,0.713,-0.9859
2009-09-14,9626.799805,2009-09-14,-0.9872,0.1,0.831,-0.9872
2009-09-15,9683.410156,2009-09-15,-0.995,0.14,0.748,-0.995
2009-09-16,9791.709961,2009-09-16,-0.985,0.15,0.712,-0.985
2009-09-17,9783.919922,2009-09-17,-0.9814,0.137,0.742,-0.9814
2009-09-18,9820.200195,2009-09-18,-0.958,0.132,0.747,-0.958
2009-09-19,9806.420247333333,2009-09-19,-0.9927,0.19,0.706,-0.9927
2009-09-20,9792.640299666666,2009-09-20,-0.9706,0.199,0.649,-0.9706
2009-09-21,9778.860352,2009-09-21,-0.8772,0.106,0.806,-0.8772
2009-09-22,9829.870117,2009-09-22,-0.9758,0.113,0.787,-0.9758
2009-09-23,9748.549805,2009-09-23,-0.384,0.146,0.708,-0.384
2009-09-24,9707.44043,2009-09-24,-0.9963,0.13,0.785,-0.9963
2009-09-25,9665.19043,2009-09-25,-0.9695,0.11,0.795,-0.9695
2009-09-26,9706.580404,2009-09-26,-0.9821,0.164,0.729,-0.9821
2009-09-27,9747.970378,2009-09-27,-0.9901,0.197,0.691,-0.9901
2009-09-28,9789.360352,2009-09-28,-0.911,0.113,0.778,-0.911
2009-09-29,9742.200195,2009-09-29,-0.9935,0.133,0.766,-0.9935
2009-09-30,9712.280273,2009-09-30,-0.9947,0.107,0.83,-0.9947
2009-10-01,9509.280273,2009-10-01,-0.988,0.118,0.783,-0.988
2009-10-02,9487.669922,2009-10-02,-0.9966,0.126,0.795,-0.9966
2009-10-03,9525.029948,2009-10-03,-0.9981,0.218,0.677,-0.9981
2009-10-04,9562.389974,2009-10-04,-0.9739,0.157,0.769,-0.9739
2009-10-05,9599.75,2009-10-05,0.9481,0.109,0.771,0.9481
2009-10-06,9731.25,2009-10-06,-0.9982,0.154,0.751,-0.9982
2009-10-07,9725.580078,2009-10-07,0.7358,0.079,0.835,0.7358
2009-10-08,9786.870117,2009-10-08,-0.996,0.141,0.764,-0.996
2009-10-09,9864.94043,2009-10-09,0.8972,0.11,0.773,0.8972
2009-10-10,9871.893555,2009-10-10,-0.9963,0.201,0.672,-0.9963
2009-10-11,9878.84668,2009-10-11,-0.9556,0.126,0.783,-0.9556
2009-10-12,9885.799805,2009-10-12,0.299,0.115,0.776,0.299
2009-10-13,9871.05957,2009-10-13,-0.9973,0.13,0.791,-0.9973
2009-10-14,10015.860352,2009-10-14,-0.9912,0.133,0.761,-0.9912
2009-10-15,10062.94043,2009-10-15,-0.9673,0.077,0.863,-0.9673
2009-10-16,9995.910156,2009-10-16,-0.9914,0.134,0.77,-0.9914
2009-10-17,10028.003580666667,2009-10-17,-0.9596,0.159,0.721,-0.9596
2009-10-18,10060.097005333333,2009-10-18,-0.9797,0.138,0.79,-0.9797
2009-10-19,10092.19043,2009-10-19,0.9753,0.073,0.835,0.9753
2009-10-20,10041.480469,2009-10-20,0.9802,0.119,0.748,0.9802
2009-10-21,9949.360352,2009-10-21,-0.997,0.15,0.75,-0.997
2009-10-22,10081.30957,2009-10-22,-0.9766,0.126,0.766,-0.9766
2009-10-23,9972.179688,2009-10-23,-0.9964,0.157,0.738,-0.9964
2009-10-24,9937.439779,2009-10-24,-0.9864,0.134,0.794,-0.9864
2009-10-25,9902.69987,2009-10-25,-0.9676,0.139,0.76,-0.9676
2009-10-26,9867.959961,2009-10-26,-0.8234,0.102,0.794,-0.8234
2009-10-27,9882.169922,2009-10-27,-0.9839,0.134,0.75,-0.9839
2009-10-28,9762.69043,2009-10-28,-0.995,0.115,0.804,-0.995
2009-10-29,9962.580078,2009-10-29,0.8733,0.134,0.734,0.8733
2009-10-30,9712.730469,2009-10-30,-0.9459,0.119,0.772,-0.9459
2009-10-31,9738.300456,2009-10-31,-0.9949,0.172,0.721,-0.9949
2009-11-01,9763.870443,2009-11-01,-0.9697,0.111,0.84,-0.9697
2009-11-02,9789.44043,2009-11-02,-0.9931,0.127,0.777,-0.9931
2009-11-03,9771.910156,2009-11-03,-0.9596,0.103,0.811,-0.9596
2009-11-04,9802.139648,2009-11-04,-0.9572,0.121,0.769,-0.9572
2009-11-05,10005.959961,2009-11-05,-0.9851,0.15,0.712,-0.9851
2009-11-06,10023.419922,2009-11-06,-0.9903,0.126,0.781,-0.9903
2009-11-07,10091.260091333334,2009-11-07,-0.9974,0.204,0.683,-0.9974
2009-11-08,10159.100260666666,2009-11-08,-0.9969,0.197,0.702,-0.9969
2009-11-09,10226.94043,2009-11-09,0.9557,0.105,0.777,0.9557
2009-11-10,10246.969727,2009-11-10,-0.9941,0.12,0.795,-0.9941
2009-11-11,10291.259766,2009-11-11,-0.9883,0.131,0.777,-0.9883
2009-11-12,10197.469727,2009-11-12,-0.9988,0.164,0.745,-0.9988
2009-11-13,10270.469727,2009-11-13,-0.9978,0.156,0.746,-0.9978
2009-11-14,10315.966471666667,2009-11-14,-0.9977,0.178,0.763,-0.9977
2009-11-15,10361.463216333334,2009-11-15,-0.9914,0.175,0.741,-0.9914
2009-11-16,10406.959961,2009-11-16,0.9546,0.079,0.823,0.9546
2009-11-17,10437.419922,2009-11-17,-0.9992,0.173,0.738,-0.9992
2009-11-18,10426.30957,2009-11-18,-0.887,0.127,0.751,-0.887
2009-11-19,10332.44043,2009-11-19,0.9974,0.106,0.742,0.9974
2009-11-20,10318.160156,2009-11-20,0.981,0.074,0.834,0.981
2009-11-21,10362.423502333333,2009-11-21,-0.978,0.127,0.788,-0.978
2009-11-22,10406.686848666666,2009-11-22,-0.9831,0.143,0.781,-0.9831
2009-11-23,10450.950195,2009-11-23,-0.9742,0.117,0.788,-0.9742
2009-11-24,10433.709961,2009-11-24,-0.9964,0.142,0.747,-0.9964
2009-11-25,10464.400391,2009-11-25,-0.9735,0.135,0.753,-0.9735
2009-11-26,10387.160156499998,2009-11-26,-0.9865,0.149,0.755,-0.9865
2009-11-27,10309.919922,2009-11-27,0.8475,0.126,0.743,0.8475
2009-11-28,10321.559895999999,2009-11-28,-0.9953,0.219,0.661,-0.9953
2009-11-29,10333.19987,2009-11-29,-0.965,0.137,0.785,-0.965
2009-11-30,10344.839844,2009-11-30,-0.9875,0.124,0.782,-0.9875
2009-12-01,10471.580078,2009-12-01,-0.9969,0.132,0.777,-0.9969
2009-12-02,10452.679688,2009-12-02,-0.9779,0.117,0.78,-0.9779
2009-12-03,10366.150391,2009-12-03,0.8349,0.1,0.797,0.8349
2009-12-04,10388.900391,2009-12-04,-0.9957,0.151,0.734,-0.9957
2009-12-05,10389.303711333332,2009-12-05,-0.9977,0.213,0.686,-0.9977
2009-12-06,10389.707031666667,2009-12-06,0.6291,0.142,0.713,0.6291
2009-12-07,10390.110352,2009-12-07,-0.9963,0.117,0.816,-0.9963
2009-12-08,10285.969727,2009-12-08,-0.9985,0.165,0.725,-0.9985
2009-12-09,10337.049805,2009-12-09,-0.9653,0.089,0.837,-0.9653
2009-12-10,10405.830078,2009-12-10,0.9944,0.118,0.742,0.9944
2009-12-11,10471.5,2009-12-11,-0.995,0.157,0.723,-0.995
2009-12-12,10481.349935,2009-12-12,-0.9984,0.206,0.666,-0.9984
2009-12-13,10491.19987,2009-12-13,-0.927,0.144,0.727,-0.927
2009-12-14,10501.049805,2009-12-14,0.4956,0.12,0.759,0.4956
2009-12-15,10452.0,2009-12-15,-0.9975,0.124,0.808,-0.9975
2009-12-16,10441.120117,2009-12-16,-0.997,0.143,0.749,-0.997
2009-12-17,10308.259766,2009-12-17,0.9893,0.103,0.76,0.9893
2009-12-18,10328.889648,2009-12-18,-0.8582,0.124,0.758,-0.8582
2009-12-19,10357.306314666666,2009-12-19,-0.9937,0.163,0.72,-0.9937
2009-12-20,10385.722981333334,2009-12-20,-0.8956,0.119,0.773,-0.8956
2009-12-21,10414.139648,2009-12-21,-0.3933,0.091,0.824,-0.3933
2009-12-22,10464.929688,2009-12-22,0.9595,0.08,0.821,0.9595
2009-12-23,10466.44043,2009-12-23,-0.9945,0.153,0.728,-0.9945
2009-12-24,10520.089844,2009-12-24,0.869,0.136,0.725,0.869
2009-12-25,10526.837402500001,2009-12-25,-0.9169,0.152,0.716,-0.9169
2009-12-26,10533.584961,2009-12-26,-0.9942,0.171,0.788,-0.9942
2009-12-27,10540.3325195,2009-12-27,-0.7932,0.118,0.793,-0.7932
2009-12-28,10547.080078,2009-12-28,-0.9826,0.167,0.71,-0.9826
2009-12-29,10545.410156,2009-12-29,-0.9991,0.222,0.646,-0.9991
2009-12-30,10548.509766,2009-12-30,-0.9973,0.166,0.757,-0.9973
2009-12-31,10428.049805,2009-12-31,0.8167,0.102,0.783,0.8167
2010-01-01,10467.027344,2010-01-01,-0.3729,0.098,0.819,-0.3729
2010-01-02,10506.004883000001,2010-01-02,-0.8377,0.122,0.778,-0.8377
2010-01-03,10544.982422000001,2010-01-03,-0.9885,0.189,0.72,-0.9885
2010-01-04,10583.959961,2010-01-04,0.9309,0.084,0.825,0.9309
2010-01-05,10572.019531,2010-01-05,0.9445,0.119,0.753,0.9445
2010-01-06,10573.679688,2010-01-06,-0.9944,0.14,0.758,-0.9944
2010-01-07,10606.860352,2010-01-07,-0.9977,0.139,0.772,-0.9977
2010-01-08,10618.19043,2010-01-08,-0.9852,0.134,0.764,-0.9852
2010-01-09,10633.457031333333,2010-01-09,-0.9989,0.206,0.746,-0.9989
2010-01-10,10648.723632666668,2010-01-10,0.3808,0.12,0.762,0.3808
2010-01-11,10663.990234,2010-01-11,-0.991,0.118,0.791,-0.991
2010-01-12,10627.259766,2010-01-12,-0.9986,0.169,0.728,-0.9986
2010-01-13,10680.769531,2010-01-13,-0.997,0.131,0.786,-0.997
2010-01-14,10710.549805,2010-01-14,0.5876,0.105,0.793,0.5876
2010-01-15,10609.650391,2010-01-15,-0.9892,0.145,0.729,-0.9892
2010-01-16,10638.59521525,2010-01-16,-0.9936,0.179,0.708,-0.9936
2010-01-17,10667.5400395,2010-01-17,0.6868,0.097,0.798,0.6868
2010-01-18,10696.48486375,2010-01-18,0.8308,0.123,0.746,0.8308
2010-01-19,10725.429688,2010-01-19,-0.9855,0.129,0.759,-0.9855
2010-01-20,10603.150391,2010-01-20,0.9816,0.078,0.831,0.9816
2010-01-21,10389.879883,2010-01-21,-0.9983,0.153,0.753,-0.9983
2010-01-22,10172.980469,2010-01-22,0.995,0.083,0.793,0.995
2010-01-23,10180.94043,2010-01-23,-0.9989,0.223,0.688,-0.9989
2010-01-24,10188.900391,2010-01-24,-0.9923,0.182,0.726,-0.9923
2010-01-25,10196.860352,2010-01-25,0.9909,0.081,0.815,0.9909
2010-01-26,10194.290039,2010-01-26,0.9606,0.139,0.711,0.9606
2010-01-27,10236.160156,2010-01-27,-0.9337,0.126,0.761,-0.9337
2010-01-28,10120.459961,2010-01-28,0.9942,0.101,0.773,0.9942
2010-01-29,10067.330078,2010-01-29,0.9904,0.094,0.781,0.9904
2010-01-30,10106.730143,2010-01-30,-0.9709,0.144,0.739,-0.9709
2010-01-31,10146.130208,2010-01-31,-0.9988,0.179,0.721,-0.9988
2010-02-01,10185.530273,2010-02-01,0.9914,0.096,0.78,0.9914
2010-02-02,10296.849609,2010-02-02,0.9922,0.099,0.769,0.9922
2010-02-03,10270.549805,2010-02-03,0.9914,0.107,0.759,0.9914
2010-02-04,10002.179688,2010-02-04,0.8651,0.113,0.767,0.8651
2010-02-05,10012.230469,2010-02-05,0.9489,0.084,0.822,0.9489
2010-02-06,9977.616862,2010-02-06,0.9166,0.132,0.706,0.9166
2010-02-07,9943.003255,2010-02-07,0.2869,0.101,0.796,0.2869
2010-02-08,9908.389648,2010-02-08,0.9907,0.072,0.821,0.9907
2010-02-09,10058.639648,2010-02-09,-0.9914,0.147,0.734,-0.9914
2010-02-10,10038.379883,2010-02-10,-0.996,0.145,0.768,-0.996
2010-02-11,10144.19043,2010-02-11,0.8823,0.126,0.742,0.8823
2010-02-12,10099.139648,2010-02-12,0.8543,0.127,0.741,0.8543
2010-02-13,10141.5571285,2010-02-13,-0.99,0.146,0.754,-0.99
2010-02-14,10183.974609,2010-02-14,-0.9906,0.148,0.769,-0.9906
2010-02-15,10226.3920895,2010-02-15,-0.9911,0.135,0.793,-0.9911
2010-02-16,10268.80957,2010-02-16,-0.996,0.14,0.757,-0.996
2010-02-17,10309.240234,2010-02-17,0.988,0.096,0.783,0.988
2010-02-18,10392.900391,2010-02-18,0.9572,0.119,0.757,0.9572
2010-02-19,10402.349609,2010-02-19,-0.9919,0.147,0.74,-0.9919
2010-02-20,10396.026367,2010-02-20,-0.296,0.101,0.802,-0.296
